name,model,steps,prompt,strategy,batch_size,gen_length,ignore_pad,n_problems,temperature,use_confidence_weighting,avg_diversity,avg_time,cumulative_at_1,cumulative_at_10,cumulative_at_11,cumulative_at_12,cumulative_at_13,cumulative_at_14,cumulative_at_15,cumulative_at_16,cumulative_at_2,cumulative_at_3,cumulative_at_4,cumulative_at_5,cumulative_at_6,cumulative_at_7,cumulative_at_8,cumulative_at_9,pass_at_1,pass_at_10,pass_at_11,pass_at_12,pass_at_13,pass_at_14,pass_at_15,pass_at_16,pass_at_2,pass_at_3,pass_at_4,pass_at_5,pass_at_6,pass_at_7,pass_at_8,pass_at_9,std_diversity,std_time
trial_92_joint_alpha2.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1625809502601623,19.617786313295365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.795,0.8,0.81,0.81,0.82,0.83,0.83,0.585,0.665,0.695,0.72,0.73,0.74,0.765,0.79,0.1333482541482145,2.591080436738625
trial_93_joint_alpha2.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2532807220518589,22.01452934026718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505,0.815,0.82,0.82,0.82,0.825,0.84,0.84,0.62,0.695,0.73,0.745,0.765,0.785,0.795,0.805,0.170487184020267,2.821969801799116
trial_94_joint_alpha2.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.4551571406424045,19.645936955213543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.75,0.76,0.76,0.765,0.765,0.77,0.77,0.445,0.53,0.57,0.62,0.67,0.705,0.735,0.74,0.1131897226268676,2.5865146406599497
trial_37_batched_orth_alpha8.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1597368457913398,23.5985921728611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.81,0.815,0.82,0.825,0.83,0.835,0.84,0.635,0.67,0.71,0.735,0.76,0.77,0.78,0.79,0.1139054123416482,2.643355907637289
trial_95_joint_alpha8.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0652252221107482,18.723843966722487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.545,0.575,0.59,0.6,0.6,0.6,0.61,0.62,0.0565233232035857,2.397029562621673
trial_96_joint_alpha8.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.0982720896601676,19.680557218790053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.635,0.645,0.645,0.65,0.66,0.66,0.665,0.535,0.56,0.58,0.595,0.595,0.595,0.6,0.62,0.0791902236218313,2.6127587785991
trial_38_batched_orth_alpha16.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_97_joint_alpha8.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1356643879413605,20.73380154967308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435,0.745,0.745,0.75,0.755,0.755,0.755,0.76,0.555,0.61,0.64,0.655,0.685,0.71,0.715,0.73,0.0929853048147529,2.68568080221311
trial_98_joint_alpha8.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2163811673223972,20.998454035520552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.785,0.8,0.805,0.815,0.815,0.825,0.825,0.555,0.605,0.645,0.685,0.715,0.75,0.755,0.775,0.1166044314488711,2.700336694922009
trial_39_batched_orth_alpha32.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1882695603370666,23.58928912520409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585,0.815,0.82,0.82,0.83,0.83,0.84,0.845,0.67,0.71,0.725,0.755,0.775,0.79,0.81,0.81,0.1090726889737999,2.640915908677882
trial_99_joint_alpha8.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.4198890997469425,20.73495567679405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.73,0.75,0.765,0.775,0.775,0.78,0.79,0.48,0.555,0.6,0.63,0.655,0.685,0.705,0.715,0.1143097411148276,2.706185374289746
trial_100_joint_alpha16.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0791130861639976,17.663708626031877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.605,0.605,0.605,0.61,0.61,0.615,0.615,0.52,0.565,0.575,0.575,0.575,0.575,0.575,0.6,0.058146521077504,2.3185410706113903
trial_40_batched_orth_alpha64.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1986049030721187,23.61062908411026,0.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,0.575,0.855,0.875,0.88,0.885,0.885,0.895,0.9,0.665,0.74,0.775,0.81,0.81,0.83,0.845,0.85,0.1086801971856981,2.653779956850617
trial_101_joint_alpha16.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.0911857861280441,20.754256032705307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.65,0.65,0.655,0.66,0.67,0.675,0.675,0.54,0.59,0.605,0.615,0.615,0.62,0.625,0.645,0.0654532667896889,2.682522974642604
trial_102_joint_alpha16.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1179094919562339,19.64007063746452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.665,0.665,0.685,0.685,0.69,0.69,0.695,0.53,0.595,0.6,0.605,0.605,0.625,0.645,0.66,0.0835980094708903,2.595279845994012
trial_103_joint_alpha16.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.1880298678576946,21.011687805652617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.71,0.715,0.73,0.755,0.755,0.765,0.78,0.5,0.56,0.575,0.625,0.635,0.65,0.665,0.68,0.108589211406555,2.722722870177737
trial_104_joint_alpha16.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.357722182571888,20.742822086811067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.75,0.765,0.775,0.775,0.78,0.79,0.79,0.55,0.615,0.65,0.665,0.685,0.705,0.735,0.74,0.1101115684968722,2.7151209892793573
trial_41_batched_orth_alpha128.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.204848471134901,23.60181343317032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.825,0.835,0.835,0.835,0.84,0.84,0.845,0.63,0.685,0.72,0.74,0.765,0.78,0.805,0.815,0.1060395362042112,2.6516950580463385
trial_105_joint_alpha32.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.091633223593235,17.665643569231033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.605,0.61,0.61,0.61,0.61,0.61,0.61,0.535,0.56,0.57,0.57,0.59,0.59,0.59,0.595,0.0686971558229042,2.323029765819839
trial_106_joint_alpha32.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.0971462824940681,20.7971898829937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.605,0.615,0.615,0.615,0.615,0.615,0.615,0.51,0.535,0.545,0.555,0.575,0.575,0.585,0.595,0.0797210966447243,2.703126771414657
trial_42_batched_orth_alpha2.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1596176648139953,23.59423985242844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.78,0.78,0.785,0.79,0.795,0.805,0.805,0.625,0.69,0.73,0.74,0.745,0.75,0.765,0.775,0.1437891232082899,2.6470234964102746
trial_107_joint_alpha32.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1083667597174644,19.654052189588548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.615,0.625,0.635,0.635,0.635,0.635,0.64,0.515,0.54,0.555,0.565,0.59,0.59,0.595,0.61,0.0834428416543378,2.6063119849438983
trial_108_joint_alpha32.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.1511698000133037,22.02223985671997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.7,0.7,0.72,0.72,0.72,0.72,0.735,0.54,0.59,0.615,0.625,0.645,0.645,0.655,0.685,0.090553194121651,2.8134651001280537
trial_43_batched_orth_alpha8.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1562223888933658,23.61876776576042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.805,0.81,0.81,0.81,0.815,0.82,0.825,0.62,0.67,0.71,0.72,0.745,0.77,0.785,0.785,0.1064306865203544,2.6527178896886663
trial_109_joint_alpha32.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2902106504142284,19.651487877368925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.725,0.73,0.74,0.74,0.76,0.765,0.77,0.48,0.56,0.61,0.64,0.675,0.685,0.71,0.725,0.1087867694282596,2.592557422759673
trial_110_joint_alpha64.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.1063751377165317,18.72676245212555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0.625,0.645,0.645,0.645,0.645,0.645,0.645,0.53,0.555,0.57,0.575,0.58,0.595,0.595,0.615,0.0799515710099338,2.462142657989658
trial_44_batched_orth_alpha16.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1693434289097786,23.61575241446495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.805,0.815,0.82,0.825,0.825,0.83,0.83,0.655,0.7,0.725,0.745,0.775,0.785,0.785,0.79,0.104569632511271,2.657367747226631
trial_111_joint_alpha64.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1070782798528671,19.71346913099289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.625,0.64,0.64,0.64,0.64,0.64,0.64,0.525,0.55,0.565,0.57,0.575,0.59,0.59,0.615,0.0798715801172436,2.580514622057012
trial_112_joint_alpha64.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1111573930084705,20.74959468007088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.64,0.655,0.655,0.665,0.665,0.665,0.665,0.54,0.565,0.59,0.595,0.6,0.61,0.615,0.635,0.0801362382569007,2.70149107028621
trial_45_batched_orth_alpha32.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1860428510606289,23.610857919454578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.81,0.82,0.825,0.84,0.84,0.845,0.85,0.635,0.68,0.73,0.765,0.785,0.79,0.8,0.805,0.1076211218409503,2.640101660727141
trial_113_joint_alpha64.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.1403942014276981,21.03815026640892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.685,0.69,0.69,0.695,0.7,0.7,0.7,0.53,0.575,0.595,0.62,0.645,0.65,0.655,0.68,0.0903169318356935,2.706061888678014
trial_114_joint_alpha64.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2224574927985668,20.73625119328499,1.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,0.355,0.665,0.675,0.7,0.715,0.72,0.725,0.74,0.465,0.515,0.565,0.6,0.625,0.65,0.655,0.66,0.0953388051757976,2.676510949392473
trial_115_joint_alpha128.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.1240094964206218,17.702637543678282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.64,0.645,0.65,0.66,0.66,0.665,0.665,0.5,0.53,0.565,0.585,0.595,0.595,0.6,0.625,0.0796685633424291,2.332704201175322
trial_46_batched_orth_alpha64.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1983999475836753,23.61088356971741,0.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,0.525,0.83,0.84,0.845,0.85,0.855,0.86,0.87,0.64,0.74,0.76,0.785,0.8,0.81,0.82,0.825,0.1082368217582364,2.638327349756059
trial_116_joint_alpha128.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1242368796467781,20.79726395487785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.64,0.645,0.65,0.66,0.66,0.665,0.665,0.5,0.53,0.565,0.585,0.595,0.595,0.6,0.625,0.0796609167023976,2.6931023322469057
trial_117_joint_alpha128.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.1246811200678348,19.62330756187439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.655,0.66,0.67,0.675,0.675,0.68,0.68,0.505,0.545,0.58,0.6,0.61,0.61,0.615,0.64,0.07866166230079,2.6138166182254667
trial_47_batched_orth_alpha128.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.2081361369788646,23.589703376293183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.84,0.845,0.855,0.86,0.875,0.88,0.88,0.635,0.7,0.735,0.795,0.81,0.815,0.82,0.83,0.1160102857867473,2.6278247117612703
trial_118_joint_alpha128.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.1406771224737167,21.99794096946716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.635,0.645,0.65,0.655,0.655,0.66,0.67,0.465,0.5,0.53,0.54,0.59,0.595,0.61,0.62,0.0812419934142391,2.8158147736602075
trial_119_joint_alpha128.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2027557677030563,19.61602798342705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.705,0.735,0.76,0.77,0.78,0.79,0.795,0.52,0.57,0.61,0.62,0.64,0.655,0.67,0.69,0.0876653663723631,2.555479609469626
trial_120_joint_alpha2.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0421061918139457,18.69754102230072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505,0.63,0.63,0.63,0.63,0.63,0.635,0.635,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.625,0.0503070035719153,2.404507794820084
trial_121_joint_alpha2.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1114834651350975,19.615773866176607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.745,0.755,0.755,0.755,0.765,0.765,0.765,0.62,0.65,0.675,0.675,0.705,0.705,0.715,0.725,0.100206682004773,2.58210114114578
